Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Correlation (r),R²
Humidity,ParticlesDetected,RainAbsolute,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11358661221063526,0.012901918473489236
Humidity,ParticlesDetected,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11358661221063526,0.012901918473489236
AverageParticleSpeed,RainAbsolute,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.1133201091680617,0.012841447141861423
AverageParticleSpeed,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.1133201091680617,0.012841447141861423
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainIntensity,VolumeEquivalentDiameter,-0.11331438671934646,0.012840150237581602
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainIntensity,RainRate,-0.11331438671934643,0.012840150237581595
Humidity,KineticEnergy,ParticlesDetected,RainIntensity,RainRate,VolumeEquivalentDiameter,-0.11331438671934643,0.012840150237581595
Humidity,ParticlesDetected,Pressure,RainIntensity,SnowDepthIntensity,Temperature,-0.11328475920123461,0.01283343666728171
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainIntensity,RainRate,-0.11317724024486174,0.012809087709443152
Humidity,Pressure,RadarReflectivity,RainIntensity,RainRate,VolumeEquivalentDiameter,-0.11317724024486174,0.012809087709443152
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainIntensity,VolumeEquivalentDiameter,-0.1131772402448616,0.01280908770944312
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.11304411895587235,0.01277897283050942
AverageParticleSpeed,KineticEnergy,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.11304411895587235,0.01277897283050942
Humidity,KineticEnergy,RadarReflectivity,RainIntensity,RainRate,Temperature,-0.11296103625018372,0.01276019571071532
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainIntensity,Temperature,-0.11296103625018367,0.012760195710715308
Humidity,KineticEnergy,RadarReflectivity,RainIntensity,Temperature,VolumeEquivalentDiameter,-0.11296103625018367,0.012760195710715308
AverageParticleSpeed,Humidity,ParticlesDetected,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.11286220435641318,0.012737877172188772
AverageParticleSpeed,Humidity,ParticlesDetected,RainRate,SnowDepthIntensity,Temperature,-0.11286220435641298,0.012737877172188725
Humidity,ParticlesDetected,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.11286220435641298,0.012737877172188725
Humidity,KineticEnergy,ParticlesDetected,Pressure,SnowDepthIntensity,Temperature,-0.11284098221795234,0.012733087267912236
Humidity,ParticlesDetected,Pressure,RadarReflectivity,Temperature,WindSpeed,-0.11279093841086696,0.012721795787603983
AverageParticleSpeed,Pressure,RainAbsolute,RainIntensity,RainRate,WeatherCode4680,0.11278669224033365,0.01272083794651574
AverageParticleSpeed,Pressure,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,0.11278669224033365,0.01272083794651574
Pressure,RainAbsolute,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.11278669224033365,0.01272083794651574
Pressure,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.11278669224033365,0.01272083794651574
AverageParticleSpeed,Pressure,RainAbsolute,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.11278669224033343,0.01272083794651569
AverageParticleSpeed,Pressure,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.11278669224033343,0.01272083794651569
Humidity,ParticlesDetected,Pressure,RainAbsolute,Temperature,WindSpeed,0.11267635033149431,0.012695959924025639
Humidity,ParticlesDetected,Pressure,RainAccumulated,Temperature,WindSpeed,0.11267635033149431,0.012695959924025639
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,VolumeEquivalentDiameter,-0.1126727361967378,0.01269514548205967
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainRate,-0.11267273619673752,0.012695145482059607
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainRate,VolumeEquivalentDiameter,-0.11267273619673752,0.012695145482059607
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,RainRate,WeatherCode4680,0.11251134718422501,0.012658803245209217
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,RainRate,WeatherCode4680,0.11251134718422501,0.012658803245209217
KineticEnergy,Pressure,RainAbsolute,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.11251134718422501,0.012658803245209217
KineticEnergy,Pressure,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.11251134718422501,0.012658803245209217
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,VolumeEquivalentDiameter,WeatherCode4680,0.112511347184225,0.012658803245209214
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,VolumeEquivalentDiameter,WeatherCode4680,0.112511347184225,0.012658803245209214
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainIntensity,RainRate,WeatherCode4680,0.11219580067003229,0.012587897687989619
AverageParticleSpeed,KineticEnergy,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,0.11219580067003229,0.012587897687989619
KineticEnergy,RainAbsolute,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.11219580067003229,0.012587897687989619
KineticEnergy,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.11219580067003229,0.012587897687989619
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.11219580067003197,0.012587897687989546
AverageParticleSpeed,KineticEnergy,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.11219580067003197,0.012587897687989546
AverageParticleSpeed,Humidity,ParticlesDetected,RainIntensity,SnowDepthIntensity,Temperature,-0.11212582304962859,0.012572200194556623
Humidity,ParticlesDetected,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.11212582304962859,0.012572200194556623
Humidity,ParticlesDetected,RainIntensity,RainRate,SnowDepthIntensity,Temperature,-0.11212582304962834,0.012572200194556566
Humidity,ParticlesDetected,RainAbsolute,RainIntensity,Temperature,WindSpeed,0.11203582705358098,0.012552026543579908
Humidity,ParticlesDetected,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.11203582705358098,0.012552026543579908
Humidity,ParticlesDetected,RadarReflectivity,RainRate,Temperature,WindSpeed,-0.11199213483142631,0.01254223826410037
AverageParticleSpeed,Humidity,ParticlesDetected,RadarReflectivity,Temperature,WindSpeed,-0.11199213483142625,0.012542238264100357
Humidity,ParticlesDetected,RadarReflectivity,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.11199213483142625,0.012542238264100357
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainIntensity,-0.11186999359340943,0.012514895466589468
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainIntensity,VolumeEquivalentDiameter,-0.11186999359340943,0.012514895466589468
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainIntensity,RainRate,-0.11186999359340934,0.012514895466589446
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,SnowDepthIntensity,Temperature,-0.11168774263423482,0.012474151854731075
Humidity,KineticEnergy,ParticlesDetected,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.11168774263423482,0.012474151854731075
Humidity,KineticEnergy,ParticlesDetected,RainRate,SnowDepthIntensity,Temperature,-0.11168774263423467,0.01247415185473104
AverageParticleSpeed,Humidity,RadarReflectivity,RainIntensity,RainRate,VolumeEquivalentDiameter,-0.11168375071660658,0.01247326017412912
KineticEnergy,Pressure,RainAbsolute,RainIntensity,RainRate,WeatherCode4680,0.11166467785401332,0.012469000280240573
KineticEnergy,Pressure,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,0.11166467785401332,0.012469000280240573
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,RainIntensity,WeatherCode4680,0.11166467785401313,0.01246900028024053
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,RainIntensity,WeatherCode4680,0.11166467785401313,0.01246900028024053
KineticEnergy,Pressure,RainAbsolute,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.11166467785401313,0.01246900028024053
KineticEnergy,Pressure,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.11166467785401313,0.01246900028024053
Humidity,ParticlesDetected,RadarReflectivity,RainIntensity,Temperature,WindSpeed,-0.11148312973255554,0.01242848821496581
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,Temperature,WindSpeed,0.11144559830296023,0.012420121381104772
Humidity,KineticEnergy,ParticlesDetected,RainAccumulated,Temperature,WindSpeed,0.11144559830296023,0.012420121381104772
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainRate,VolumeEquivalentDiameter,-0.11118786552516546,0.012362741440042279
Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,Temperature,WindSpeed,-0.11116727383034425,0.012358162770870741
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainRate,SnowDepthIntensity,-0.11115446912092387,0.01235531600555442
Humidity,ParticlesDetected,Pressure,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,-0.11115446912092387,0.01235531600555442
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,SnowDepthIntensity,VolumeEquivalentDiameter,-0.11115446912092361,0.01235531600555436
Humidity,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,WindSpeed,0.11100604670440224,0.012322342404939932
Humidity,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,WindSpeed,0.11100604670440224,0.012322342404939932
Humidity,KineticEnergy,ParticlesDetected,RainIntensity,SnowDepthIntensity,Temperature,-0.1109632448300961,0.01231284170322385
Humidity,Pressure,RadarReflectivity,RainRate,SnowDepthIntensity,Temperature,-0.1106722826253173,0.012248354141498108
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,SnowDepthIntensity,Temperature,-0.11067228262531702,0.012248354141498047
Humidity,Pressure,RadarReflectivity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.11067228262531702,0.012248354141498047
Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainRate,WindSpeed,-0.11042647923168385,0.012194007315505503
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RadarReflectivity,WindSpeed,-0.11042647923168378,0.012194007315505488
Humidity,ParticlesDetected,Pressure,RadarReflectivity,VolumeEquivalentDiameter,WindSpeed,-0.11042647923168378,0.012194007315505488
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainIntensity,RainRate,-0.11040407592922953,0.012189059981787079
Humidity,KineticEnergy,RadarReflectivity,RainIntensity,RainRate,VolumeEquivalentDiameter,-0.11040407592922953,0.012189059981787079
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainIntensity,VolumeEquivalentDiameter,-0.11040407592922928,0.012189059981787024
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainIntensity,SnowDepthIntensity,-0.11034323299111069,0.01217562906693054
Humidity,ParticlesDetected,Pressure,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,-0.11034323299111069,0.01217562906693054
Humidity,ParticlesDetected,Pressure,RainIntensity,RainRate,SnowDepthIntensity,-0.11034323299111061,0.01217562906693052
Humidity,Pressure,RadarReflectivity,RainIntensity,SnowDepthIntensity,Temperature,-0.11002829107515906,0.012106224836919926
Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainIntensity,WindSpeed,-0.10989054871781564,0.012075932697502614
AverageParticleSpeed,Humidity,ParticlesDetected,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,-0.10987112487420023,0.0120716640811221
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainRate,SnowDepthIntensity,-0.10985808810487999,0.012068799522059574
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,SnowDepthIntensity,-0.10985808810487992,0.012068799522059559
Humidity,KineticEnergy,ParticlesDetected,Pressure,SnowDepthIntensity,VolumeEquivalentDiameter,-0.10985808810487992,0.012068799522059559
Humidity,KineticEnergy,Pressure,RadarReflectivity,SnowDepthIntensity,Temperature,-0.10964645856785997,0.012022345876473432
AverageParticleSpeed,Humidity,ParticlesDetected,RadarReflectivity,RainRate,WindSpeed,-0.10957979271781478,0.012007730972079252
Humidity,ParticlesDetected,RadarReflectivity,RainRate,VolumeEquivalentDiameter,WindSpeed,-0.10957979271781478,0.012007730972079252
AverageParticleSpeed,Humidity,ParticlesDetected,RadarReflectivity,VolumeEquivalentDiameter,WindSpeed,-0.1095797927178147,0.012007730972079236
Humidity,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,WindSpeed,-0.1095551111916112,0.012002322388206293
AverageParticleSpeed,Humidity,RadarReflectivity,RainRate,SnowDepthIntensity,Temperature,-0.10944732351777102,0.011978716625203634
Humidity,RadarReflectivity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.10944732351777102,0.011978716625203634
AverageParticleSpeed,Humidity,RadarReflectivity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.10944732351777084,0.011978716625203594
AverageParticleSpeed,Humidity,ParticlesDetected,RainIntensity,RainRate,SnowDepthIntensity,-0.1090756055504152,0.011897487726189768
Humidity,ParticlesDetected,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,-0.1090756055504152,0.011897487726189768
AverageParticleSpeed,Humidity,ParticlesDetected,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,-0.10907560555041508,0.011897487726189742
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainIntensity,SnowDepthIntensity,-0.10906318266836296,0.011894777813752706
Humidity,ParticlesDetected,RadarReflectivity,RainIntensity,RainRate,WindSpeed,-0.10905063960329321,0.011892041997887341
AverageParticleSpeed,Humidity,ParticlesDetected,RadarReflectivity,RainIntensity,WindSpeed,-0.10905063960329316,0.011892041997887329
Humidity,ParticlesDetected,RadarReflectivity,RainIntensity,VolumeEquivalentDiameter,WindSpeed,-0.10905063960329316,0.011892041997887329
AverageParticleSpeed,Humidity,RadarReflectivity,RainIntensity,SnowDepthIntensity,Temperature,-0.10881624597296388,0.011840975387648578
Humidity,RadarReflectivity,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.10881624597296388,0.011840975387648578
Humidity,RadarReflectivity,RainIntensity,RainRate,SnowDepthIntensity,Temperature,-0.10881624597296376,0.01184097538764855
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,WindSpeed,-0.1087183319393597,0.0118196756996768
Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,VolumeEquivalentDiameter,WindSpeed,-0.1087183319393597,0.0118196756996768
Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,RainRate,WindSpeed,-0.10871833193935963,0.011819675699676785
Humidity,ParticlesDetected,RadarReflectivity,SnowDepthIntensity,Temperature,WindSpeed,-0.10860159554092647,0.011794306554034979
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainRate,SnowDepthIntensity,-0.10859748270220683,0.011793413249256111
Humidity,KineticEnergy,ParticlesDetected,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,-0.10859748270220683,0.011793413249256111
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,SnowDepthIntensity,VolumeEquivalentDiameter,-0.10859748270220632,0.011793413249256
Humidity,KineticEnergy,RadarReflectivity,RainRate,SnowDepthIntensity,Temperature,-0.10843992549143293,0.011759217440587525
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,SnowDepthIntensity,Temperature,-0.10843992549143278,0.011759217440587492
Humidity,KineticEnergy,RadarReflectivity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.10843992549143278,0.011759217440587492
Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,RainIntensity,WindSpeed,-0.10819636437638434,0.01170645326426733
Humidity,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,WeatherCode4680,0.10798264678472057,0.011660252006633723
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainRate,SnowDepthIntensity,-0.10788334591373788,0.011638816325543224
Humidity,Pressure,RadarReflectivity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,-0.10788334591373788,0.011638816325543224
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,SnowDepthIntensity,VolumeEquivalentDiameter,-0.10788334591373767,0.011638816325543179
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainIntensity,SnowDepthIntensity,-0.10781791109559495,0.011624701953017617
Humidity,KineticEnergy,ParticlesDetected,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,-0.10781791109559495,0.011624701953017617
Humidity,KineticEnergy,ParticlesDetected,RainIntensity,RainRate,SnowDepthIntensity,-0.10781791109559469,0.01162470195301756
Humidity,KineticEnergy,RadarReflectivity,RainIntensity,SnowDepthIntensity,Temperature,-0.10781241627735713,0.011623517103562141
ParticlesDetected,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,WindSpeed,0.10751202305359339,0.011558835101076397
ParticlesDetected,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,WindSpeed,0.10751202305359339,0.011558835101076397
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainIntensity,SnowDepthIntensity,-0.10718019979590405,0.011487595228289911
Humidity,Pressure,RadarReflectivity,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,-0.10718019979590405,0.011487595228289911
Humidity,Pressure,RadarReflectivity,RainIntensity,RainRate,SnowDepthIntensity,-0.10718019979590396,0.01148759522828989
Humidity,ParticlesDetected,Pressure,RadarReflectivity,SnowDepthIntensity,WindSpeed,-0.10689363003681658,0.011426248142447816
