Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Correlation (r),R²
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,WeatherCode4680,0.1335491355452898,0.017835371604894186
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,WindSpeed,0.1329425897797523,0.0176737321773475
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAccumulated,WindSpeed,0.1329425897797523,0.0176737321773475
Humidity,ParticlesDetected,Pressure,RainAbsolute,VolumeEquivalentDiameter,WindSpeed,0.1329425897797523,0.0176737321773475
Humidity,ParticlesDetected,Pressure,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.1329425897797523,0.0176737321773475
Humidity,ParticlesDetected,Pressure,RainAbsolute,RainRate,WindSpeed,0.13294258977975223,0.017673732177347485
Humidity,ParticlesDetected,Pressure,RainAccumulated,RainRate,WindSpeed,0.13294258977975223,0.017673732177347485
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,WeatherCode4680,0.13261005907747833,0.017585427768532294
ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WeatherCode4680,0.13261005907747833,0.017585427768532294
ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,WeatherCode4680,0.13261005907747792,0.017585427768532183
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,WeatherCode4680,0.1323191798987095,0.01750836536906705
Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,WeatherCode4680,0.13209930799913983,0.017450227173851605
ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,WeatherCode4680,0.13204706409728903,0.017436427136713558
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,RainIntensity,WindSpeed,0.13200908929393934,0.01742639965621525
AverageParticleSpeed,Humidity,ParticlesDetected,RainAccumulated,RainIntensity,WindSpeed,0.13200908929393934,0.01742639965621525
Humidity,ParticlesDetected,RainAbsolute,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.13200908929393934,0.01742639965621525
Humidity,ParticlesDetected,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.13200908929393934,0.01742639965621525
Humidity,ParticlesDetected,RainAbsolute,RainIntensity,RainRate,WindSpeed,0.13200908929393929,0.017426399656215237
Humidity,ParticlesDetected,RainAccumulated,RainIntensity,RainRate,WindSpeed,0.13200908929393929,0.017426399656215237
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,WeatherCode4680,0.13184633544023924,0.017383456169020088
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,WindSpeed,0.13128133980314524,0.017234790180508885
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAccumulated,WindSpeed,0.13128133980314524,0.017234790180508885
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,VolumeEquivalentDiameter,WindSpeed,0.13128133980314524,0.017234790180508885
Humidity,KineticEnergy,ParticlesDetected,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.13128133980314524,0.017234790180508885
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainRate,WindSpeed,0.13128133980314508,0.017234790180508844
Humidity,KineticEnergy,ParticlesDetected,RainAccumulated,RainRate,WindSpeed,0.13128133980314508,0.017234790180508844
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,RainRate,WindSpeed,0.13121300358526936,0.01721685230986791
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAccumulated,RainRate,WindSpeed,0.13121300358526936,0.01721685230986791
ParticlesDetected,RadarReflectivity,RainAbsolute,RainRate,VolumeEquivalentDiameter,WindSpeed,0.13121300358526936,0.01721685230986791
ParticlesDetected,RadarReflectivity,RainAccumulated,RainRate,VolumeEquivalentDiameter,WindSpeed,0.13121300358526936,0.01721685230986791
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,VolumeEquivalentDiameter,WindSpeed,0.13121300358526924,0.01721685230986788
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.13121300358526924,0.01721685230986788
Humidity,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,WindSpeed,0.131088308884598,0.017184144726223774
Humidity,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,WindSpeed,0.131088308884598,0.017184144726223774
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,WindSpeed,0.1305258954154747,0.017037009374011442
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,WindSpeed,0.1305258954154747,0.017037009374011442
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,VolumeEquivalentDiameter,WindSpeed,0.1305258954154747,0.017037009374011442
ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.1305258954154747,0.017037009374011442
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainRate,WindSpeed,0.13052589541547455,0.0170370093740114
ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,RainRate,WindSpeed,0.13052589541547455,0.0170370093740114
Humidity,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,WindSpeed,0.13051797040945393,0.01703494059980309
Humidity,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.13051797040945393,0.01703494059980309
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,SnowDepthIntensity,WindSpeed,0.13051797040945376,0.017034940599803046
AverageParticleSpeed,Humidity,RadarReflectivity,RainAccumulated,SnowDepthIntensity,WindSpeed,0.13051797040945376,0.017034940599803046
Humidity,RadarReflectivity,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.13051797040945376,0.017034940599803046
Humidity,RadarReflectivity,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.13051797040945376,0.017034940599803046
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,WindSpeed,0.13036276475940994,0.016994450435717255
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,WindSpeed,0.13036276475940994,0.016994450435717255
Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,WeatherCode4680,0.13013863665614486,0.01693606475072009
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,RainIntensity,WindSpeed,0.12985189133387787,0.016861513682985226
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAccumulated,RainIntensity,WindSpeed,0.12985189133387787,0.016861513682985226
ParticlesDetected,RadarReflectivity,RainAbsolute,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.12985189133387787,0.016861513682985226
ParticlesDetected,RadarReflectivity,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.12985189133387787,0.016861513682985226
ParticlesDetected,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,WindSpeed,0.12985189133387773,0.01686151368298519
ParticlesDetected,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,WindSpeed,0.12985189133387773,0.01686151368298519
Humidity,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,WindSpeed,0.12962545391053412,0.016802758301512007
Humidity,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,WindSpeed,0.12962545391053412,0.016802758301512007
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,WindSpeed,0.12945691204391732,0.016759092075946544
Humidity,KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,WindSpeed,0.12945691204391732,0.016759092075946544
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainRate,WindSpeed,0.12931199386403533,0.01672159175709231
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAccumulated,RainRate,WindSpeed,0.12931199386403533,0.01672159175709231
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,WindSpeed,0.12931199386403514,0.01672159175709226
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAccumulated,WindSpeed,0.12931199386403514,0.01672159175709226
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,VolumeEquivalentDiameter,WindSpeed,0.12931199386403514,0.01672159175709226
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.12931199386403514,0.01672159175709226
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,WindSpeed,0.12916772288620762,0.016684300635608124
ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,WindSpeed,0.12916772288620762,0.016684300635608124
Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,SnowDepthIntensity,WeatherCode4680,0.12901935053790575,0.016645992813223
Humidity,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,WindSpeed,0.12883368977132403,0.016598119620093763
Humidity,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,WindSpeed,0.12883368977132403,0.016598119620093763
KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,WindSpeed,0.1286292644602957,0.016545487675596694
KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,WindSpeed,0.1286292644602957,0.016545487675596694
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,SnowDepthIntensity,WindSpeed,0.12821904410143523,0.01644012327028579
Humidity,KineticEnergy,RadarReflectivity,RainAccumulated,SnowDepthIntensity,WindSpeed,0.12821904410143523,0.01644012327028579
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,0.1280572169378454,0.016398650809866397
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,0.1280572169378454,0.016398650809866397
ParticlesDetected,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,0.1280572169378454,0.016398650809866397
ParticlesDetected,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.1280572169378454,0.016398650809866397
ParticlesDetected,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,0.1280572169378454,0.016398650809866397
ParticlesDetected,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.1280572169378454,0.016398650809866397
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainIntensity,WindSpeed,0.12797146557796302,0.016376696002171773
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAccumulated,RainIntensity,WindSpeed,0.12797146557796302,0.016376696002171773
ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,WeatherCode4680,0.12786013494507698,0.016348214108173293
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,0.12744969715334323,0.016243425304478906
ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,0.12744969715334323,0.016243425304478906
Humidity,ParticlesDetected,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,0.1274384714807908,0.01624056401336033
Humidity,ParticlesDetected,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,0.1274384714807908,0.01624056401336033
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,SnowDepthIntensity,Temperature,0.1274384714807907,0.01624056401336031
AverageParticleSpeed,Humidity,ParticlesDetected,RainAccumulated,SnowDepthIntensity,Temperature,0.1274384714807907,0.01624056401336031
Humidity,ParticlesDetected,RainAbsolute,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.1274384714807907,0.01624056401336031
Humidity,ParticlesDetected,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.1274384714807907,0.01624056401336031
Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,Temperature,WeatherCode4680,0.12710525438123743,0.016155745691319078
Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,WeatherCode4680,WindSpeed,0.12698380145627972,0.016124885832287866
ParticlesDetected,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,0.1268605104101524,0.016093589101524385
ParticlesDetected,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,0.1268605104101524,0.016093589101524385
Humidity,ParticlesDetected,Pressure,RainAbsolute,SnowDepthIntensity,Temperature,0.1266573984755799,0.016042096588601833
Humidity,ParticlesDetected,Pressure,RainAccumulated,SnowDepthIntensity,Temperature,0.1266573984755799,0.016042096588601833
ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,WeatherCode4680,0.12642566255941878,0.015983448153588025
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,0.12640166666847888,0.015977381336569244
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,0.12640166666847888,0.015977381336569244
Humidity,ParticlesDetected,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,0.125925817719476,0.015857311568318697
Humidity,ParticlesDetected,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,0.125925817719476,0.015857311568318697
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,SnowDepthIntensity,Temperature,0.12536137703409622,0.015715474851884827
Humidity,KineticEnergy,ParticlesDetected,RainAccumulated,SnowDepthIntensity,Temperature,0.12536137703409622,0.015715474851884827
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,Temperature,WindSpeed,0.12468361478765447,0.015546003796516208
AverageParticleSpeed,Humidity,RadarReflectivity,RainAccumulated,Temperature,WindSpeed,0.12468361478765447,0.015546003796516208
Humidity,RadarReflectivity,RainAbsolute,Temperature,VolumeEquivalentDiameter,WindSpeed,0.12468361478765447,0.015546003796516208
Humidity,RadarReflectivity,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.12468361478765447,0.015546003796516208
Humidity,RadarReflectivity,RainAbsolute,RainRate,Temperature,WindSpeed,0.12468361478765436,0.01554600379651618
Humidity,RadarReflectivity,RainAccumulated,RainRate,Temperature,WindSpeed,0.12468361478765436,0.01554600379651618
Humidity,Pressure,RadarReflectivity,RainAbsolute,Temperature,WindSpeed,0.12377119051300126,0.015319307601005652
Humidity,Pressure,RadarReflectivity,RainAccumulated,Temperature,WindSpeed,0.12377119051300126,0.015319307601005652
Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,WeatherCode4680,WindSpeed,0.12375405876153688,0.015315067059953922
Humidity,RadarReflectivity,RainAbsolute,RainIntensity,Temperature,WindSpeed,0.12308734845686893,0.015150495350142675
Humidity,RadarReflectivity,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.12308734845686893,0.015150495350142675
ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,WeatherCode4680,WindSpeed,0.12308564124348083,0.015150075080318869
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,Temperature,WindSpeed,0.12249722518613856,0.01500557017830354
Humidity,KineticEnergy,RadarReflectivity,RainAccumulated,Temperature,WindSpeed,0.12249722518613856,0.01500557017830354
ParticlesDetected,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,WindSpeed,0.12017395038104592,0.014441778350186087
ParticlesDetected,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.12017395038104592,0.014441778350186087
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,SnowDepthIntensity,WindSpeed,0.12017395038104589,0.01444177835018608
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAccumulated,SnowDepthIntensity,WindSpeed,0.12017395038104589,0.01444177835018608
ParticlesDetected,RadarReflectivity,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.12017395038104589,0.01444177835018608
ParticlesDetected,RadarReflectivity,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.12017395038104589,0.01444177835018608
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,Temperature,VolumeEquivalentDiameter,-0.11954679847069546,0.014291437024593075
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainRate,Temperature,-0.1195467984706954,0.014291437024593059
Humidity,ParticlesDetected,Pressure,RainRate,Temperature,VolumeEquivalentDiameter,-0.1195467984706954,0.014291437024593059
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,WindSpeed,0.11950977522522886,0.014282586374384726
ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,WindSpeed,0.11950977522522886,0.014282586374384726
Humidity,ParticlesDetected,RainAbsolute,RainRate,SnowDepthIntensity,WindSpeed,0.11900368663536669,0.014161877432808553
Humidity,ParticlesDetected,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.11900368663536669,0.014161877432808553
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,SnowDepthIntensity,WindSpeed,0.11900368663536663,0.014161877432808539
AverageParticleSpeed,Humidity,ParticlesDetected,RainAccumulated,SnowDepthIntensity,WindSpeed,0.11900368663536663,0.014161877432808539
Humidity,ParticlesDetected,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11900368663536663,0.014161877432808539
Humidity,ParticlesDetected,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11900368663536663,0.014161877432808539
ParticlesDetected,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,WindSpeed,0.11895058106024481,0.01414924073456987
ParticlesDetected,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,WindSpeed,0.11895058106024481,0.01414924073456987
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainIntensity,Temperature,-0.11869893203694984,0.014089436466712436
Humidity,ParticlesDetected,Pressure,RainIntensity,Temperature,VolumeEquivalentDiameter,-0.11869893203694984,0.014089436466712436
Humidity,ParticlesDetected,Pressure,RainIntensity,RainRate,Temperature,-0.11869893203694969,0.0140894364667124
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,SnowDepthIntensity,WindSpeed,0.11847952233803914,0.014037397213449916
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAccumulated,SnowDepthIntensity,WindSpeed,0.11847952233803914,0.014037397213449916
AverageParticleSpeed,Humidity,ParticlesDetected,RainRate,Temperature,VolumeEquivalentDiameter,-0.11826239419188873,0.013985993879997678
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,Temperature,-0.11817839332423834,0.01396613264869838
Humidity,KineticEnergy,ParticlesDetected,Pressure,Temperature,VolumeEquivalentDiameter,-0.11817839332423834,0.01396613264869838
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainRate,Temperature,-0.11817839332423818,0.013966132648698344
Humidity,ParticlesDetected,Pressure,RainAbsolute,SnowDepthIntensity,WindSpeed,0.11811361177681863,0.013950825286965028
Humidity,ParticlesDetected,Pressure,RainAccumulated,SnowDepthIntensity,WindSpeed,0.11811361177681863,0.013950825286965028
AverageParticleSpeed,Humidity,ParticlesDetected,RainIntensity,Temperature,VolumeEquivalentDiameter,-0.1174294451292882,0.013789674583372508
AverageParticleSpeed,Humidity,ParticlesDetected,RainIntensity,RainRate,Temperature,-0.11742944512928813,0.013789674583372491
Humidity,ParticlesDetected,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,-0.11742944512928813,0.013789674583372491
ParticlesDetected,RadarReflectivity,RainAbsolute,RainRate,Temperature,WindSpeed,0.11742125904669885,0.013787752076111957
ParticlesDetected,RadarReflectivity,RainAccumulated,RainRate,Temperature,WindSpeed,0.11742125904669885,0.013787752076111957
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,Temperature,WindSpeed,0.11742125904669883,0.01378775207611195
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAccumulated,Temperature,WindSpeed,0.11742125904669883,0.01378775207611195
ParticlesDetected,RadarReflectivity,RainAbsolute,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11742125904669883,0.01378775207611195
ParticlesDetected,RadarReflectivity,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.11742125904669883,0.01378775207611195
Humidity,ParticlesDetected,RainAbsolute,RainIntensity,SnowDepthIntensity,WindSpeed,0.1173806538267875,0.013778217892804123
Humidity,ParticlesDetected,RainAccumulated,RainIntensity,SnowDepthIntensity,WindSpeed,0.1173806538267875,0.013778217892804123
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainIntensity,Temperature,-0.11734384515003493,0.013769577994595376
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainRate,VolumeEquivalentDiameter,-0.11713131993884003,0.013719746110614904
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Temperature,VolumeEquivalentDiameter,-0.11691578620716174,0.013669301064438751
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainRate,Temperature,-0.11691578620716166,0.013669301064438732
Humidity,KineticEnergy,ParticlesDetected,RainRate,Temperature,VolumeEquivalentDiameter,-0.11691578620716166,0.013669301064438732
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,SnowDepthIntensity,WindSpeed,0.11676991176549267,0.013635212293720944
Humidity,KineticEnergy,ParticlesDetected,RainAccumulated,SnowDepthIntensity,WindSpeed,0.11676991176549267,0.013635212293720944
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,Temperature,WindSpeed,0.11674199110397084,0.013628692486919605
ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,Temperature,WindSpeed,0.11674199110397084,0.013628692486919605
ParticlesDetected,RadarReflectivity,RainAbsolute,RainIntensity,Temperature,WindSpeed,0.11620803957051172,0.013504308460821618
ParticlesDetected,RadarReflectivity,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.11620803957051172,0.013504308460821618
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainIntensity,RainRate,-0.11619277972678826,0.013500762060637939
Humidity,ParticlesDetected,Pressure,RainIntensity,RainRate,VolumeEquivalentDiameter,-0.11619277972678826,0.013500762060637939
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainIntensity,VolumeEquivalentDiameter,-0.11619277972678824,0.013500762060637932
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,Temperature,VolumeEquivalentDiameter,-0.11615770389640796,0.01349261217448559
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainRate,Temperature,-0.11615770389640791,0.013492612174485576
Humidity,Pressure,RadarReflectivity,RainRate,Temperature,VolumeEquivalentDiameter,-0.11615770389640791,0.013492612174485576
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainIntensity,Temperature,-0.11609584815298368,0.013478245958360644
Humidity,KineticEnergy,ParticlesDetected,RainIntensity,Temperature,VolumeEquivalentDiameter,-0.11609584815298368,0.013478245958360644
Humidity,KineticEnergy,ParticlesDetected,RainIntensity,RainRate,Temperature,-0.11609584815298359,0.013478245958360622
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,Temperature,WindSpeed,0.11573584441490951,0.013394785682432141
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAccumulated,Temperature,WindSpeed,0.11573584441490951,0.013394785682432141
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,VolumeEquivalentDiameter,-0.11561058399888591,0.013365807132563454
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainRate,-0.11561058399888573,0.013365807132563412
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainRate,VolumeEquivalentDiameter,-0.11561058399888573,0.013365807132563412
Humidity,Pressure,RadarReflectivity,RainIntensity,RainRate,Temperature,-0.11543786920106522,0.013325901645682241
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainIntensity,Temperature,-0.1154378692010651,0.013325901645682214
Humidity,Pressure,RadarReflectivity,RainIntensity,Temperature,VolumeEquivalentDiameter,-0.1154378692010651,0.013325901645682214
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,Temperature,-0.11499207218226601,0.013223176664771475
Humidity,KineticEnergy,Pressure,RadarReflectivity,Temperature,VolumeEquivalentDiameter,-0.11499207218226601,0.013223176664771475
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainRate,Temperature,-0.11499207218226597,0.013223176664771467
AverageParticleSpeed,Humidity,RadarReflectivity,RainRate,Temperature,VolumeEquivalentDiameter,-0.11480818293327437,0.013180918868440193
AverageParticleSpeed,Humidity,ParticlesDetected,RainIntensity,RainRate,VolumeEquivalentDiameter,-0.1147890211179283,0.013176519369212188
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainIntensity,-0.11469116542972596,0.013154063427628768
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainIntensity,VolumeEquivalentDiameter,-0.11469116542972596,0.013154063427628768
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainIntensity,RainRate,-0.11469116542972589,0.01315406342762875
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainIntensity,Temperature,-0.11427411353395962,0.013058573023972293
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainRate,VolumeEquivalentDiameter,-0.11421553925126744,0.013045189406457814
AverageParticleSpeed,Humidity,RadarReflectivity,RainIntensity,RainRate,Temperature,-0.11410334368567615,0.01301957304025153
Humidity,RadarReflectivity,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,-0.11410334368567615,0.01301957304025153
AverageParticleSpeed,Humidity,RadarReflectivity,RainIntensity,Temperature,VolumeEquivalentDiameter,-0.114103343685676,0.013019573040251496
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,SnowDepthIntensity,Temperature,-0.11403395700068554,0.013003743349234199
Humidity,ParticlesDetected,Pressure,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,-0.11403395700068554,0.013003743349234199
Humidity,ParticlesDetected,Pressure,RainRate,SnowDepthIntensity,Temperature,-0.11403395700068546,0.01300374334923418
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainRate,VolumeEquivalentDiameter,-0.11398507933328839,0.012992598310616048
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainRate,Temperature,-0.11366419998241102,0.012919550357641526
Humidity,KineticEnergy,RadarReflectivity,RainRate,Temperature,VolumeEquivalentDiameter,-0.11366419998241102,0.012919550357641526
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,Temperature,VolumeEquivalentDiameter,-0.11366419998241079,0.012919550357641472
AverageParticleSpeed,Pressure,RainAbsolute,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.11363888027463061,0.012913795110071829
AverageParticleSpeed,Pressure,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.11363888027463061,0.012913795110071829
Humidity,ParticlesDetected,RainAbsolute,RainRate,Temperature,WindSpeed,0.11358661221063551,0.012901918473489293
Humidity,ParticlesDetected,RainAccumulated,RainRate,Temperature,WindSpeed,0.11358661221063551,0.012901918473489293
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,Temperature,WindSpeed,0.11358661221063526,0.012901918473489236
AverageParticleSpeed,Humidity,ParticlesDetected,RainAccumulated,Temperature,WindSpeed,0.11358661221063526,0.012901918473489236
