Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Variable 7,Variable 8,Variable 9,Correlation (r),R²
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,WeatherCode4680,WindSpeed,0.12279112255955055,0.015077659779434564
Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.12279112255955055,0.015077659779434564
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.12278267814304862,0.01507558605197947
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,WeatherCode4680,WindSpeed,0.12278267814304858,0.015075586051979459
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.12278267814304858,0.015075586051979459
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,WeatherCode4680,WindSpeed,0.12257606836794555,0.015024892536543261
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.1225760683679455,0.01502489253654325
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,WeatherCode4680,WindSpeed,0.12257606836794542,0.01502489253654323
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.12254038648658756,0.015016146320282251
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,WindSpeed,0.12254038648658751,0.015016146320282238
ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.12254038648658745,0.015016146320282225
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.12249722518613856,0.01500557017830354
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.12249722518613856,0.01500557017830354
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,WeatherCode4680,WindSpeed,0.12234661124305188,0.014968693282658468
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.12234661124305188,0.014968693282658468
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.12234661124305173,0.014968693282658431
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.12230203533121585,0.01495778784615797
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,WeatherCode4680,WindSpeed,0.12230203533121582,0.014957787846157963
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,WindSpeed,0.12230203533121549,0.014957787846157882
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,WindSpeed,0.12223796596544108,0.014942120323368332
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,WeatherCode4680,WindSpeed,0.1222379659654409,0.014942120323368287
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.12223796596544086,0.014942120323368276
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.12217916049048277,0.014927747258159147
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.12217916049048277,0.014927747258159147
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.12217916049048277,0.014927747258159147
Humidity,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.12217916049048277,0.014927747258159147
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,Temperature,WindSpeed,0.12217916049048275,0.01492774725815914
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.12217916049048275,0.01492774725815914
KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.1220444266429926,0.014894842074616802
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,WeatherCode4680,WindSpeed,0.12204442664299257,0.014894842074616796
KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,WeatherCode4680,WindSpeed,0.12204442664299257,0.014894842074616796
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WeatherCode4680,0.12200618708048086,0.014885509685917295
Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12200618708048083,0.014885509685917288
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12200618708048071,0.014885509685917257
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,WeatherCode4680,WindSpeed,0.12196004677425469,0.014874253009178391
ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.1218906526213977,0.014857331196470246
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WeatherCode4680,0.12189065262139767,0.014857331196470239
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12189065262139749,0.014857331196470196
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,WindSpeed,0.1218041354320978,0.014836247408360821
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,WeatherCode4680,WindSpeed,0.12180413543209775,0.01483624740836081
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.1218041354320977,0.014836247408360799
Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.12168937699827187,0.014808304474227539
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.12168937699827179,0.014808304474227518
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.12168937699827179,0.014808304474227518
Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WeatherCode4680,0.12168435852556893,0.0148070831097792
Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.1216843585255688,0.014807083109779169
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,WeatherCode4680,0.12168435852556878,0.014807083109779162
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,WeatherCode4680,0.12160431936604468,0.01478761048847899
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WeatherCode4680,0.12160431936604468,0.01478761048847899
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12160431936604468,0.01478761048847899
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.12159104721015959,0.014784382761663259
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.12159104721015959,0.014784382761663259
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainRate,Temperature,WindSpeed,0.12159104721015956,0.014784382761663252
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainRate,Temperature,WindSpeed,0.12159104721015956,0.014784382761663252
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,Temperature,VolumeEquivalentDiameter,WindSpeed,0.12159104721015937,0.014784382761663205
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.12159104721015937,0.014784382761663205
KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,WeatherCode4680,WindSpeed,0.12150249663079235,0.014762856687515707
Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,WeatherCode4680,0.12142856556059144,0.014744896534102853
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WeatherCode4680,0.12142856556059137,0.014744896534102835
Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12142856556059137,0.014744896534102835
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WeatherCode4680,0.12137541385554955,0.01473199108860593
ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12137541385554955,0.01473199108860593
ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,WeatherCode4680,0.1213754138555495,0.014731991088605916
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.12135214568295233,0.014726343261856486
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.12135214568295224,0.014726343261856465
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.12135214568295209,0.014726343261856428
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12123060260327037,0.014696859007552064
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,WeatherCode4680,0.12123060260327034,0.014696859007552058
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WeatherCode4680,0.12123060260327029,0.014696859007552045
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,WeatherCode4680,0.12119449835293562,0.014688106431019716
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12119449835293557,0.014688106431019702
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WeatherCode4680,0.12119449835293547,0.014688106431019678
Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WeatherCode4680,0.12110730277238146,0.014666978784801275
Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.12110237470583876,0.014665785159393376
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.12110237470583869,0.014665785159393359
Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.12110237470583864,0.014665785159393346
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WeatherCode4680,0.12108956037850473,0.014662681632659541
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,Temperature,WindSpeed,0.12092117189195731,0.014621929811724286
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.12092117189195731,0.014621929811724286
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.12092117189195722,0.014621929811724266
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.12092117189195722,0.014621929811724266
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.12092117189195722,0.014621929811724266
Humidity,KineticEnergy,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.12092117189195722,0.014621929811724266
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,WeatherCode4680,0.12090957862509792,0.014619126203298737
KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,WeatherCode4680,0.12090885106895194,0.014618950266814
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.12090465378207123,0.01461793530616251
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.12090465378207114,0.01461793530616249
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.12090465378207098,0.01461793530616245
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.12076576614362547,0.014584370272256836
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WeatherCode4680,0.12068177184130276,0.014564090054756255
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WeatherCode4680,0.1206559193555881,0.01455785087554218
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.1205683025198778,0.014536715572524771
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.1203203990348764,0.014476998423911886
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,Temperature,WindSpeed,0.12001934455906495,0.014404643068387553
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.12001934455906495,0.014404643068387553
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,Temperature,WindSpeed,0.12001934455906471,0.014404643068387495
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.12001934455906471,0.014404643068387495
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.1200193445590647,0.014404643068387494
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.1200193445590647,0.014404643068387494
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,WeatherCode4680,WindSpeed,0.1196803135863252,0.014323377460121134
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.1196803135863252,0.014323377460121134
Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.1196803135863252,0.014323377460121134
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11950977522522899,0.014282586374384756
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11950977522522899,0.014282586374384756
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.11934014447586637,0.014242070083520658
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,WeatherCode4680,WindSpeed,0.11934014447586633,0.014242070083520648
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,WeatherCode4680,WindSpeed,0.11934014447586622,0.014242070083520622
Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WeatherCode4680,WindSpeed,0.11910330089758665,0.014185596284701065
Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.11910330089758665,0.014185596284701065
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,WeatherCode4680,WindSpeed,0.11910330089758663,0.01418559628470106
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11895058106024496,0.014149240734569907
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11895058106024496,0.014149240734569907
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,WeatherCode4680,WindSpeed,0.11890813582264402,0.014139144764816359
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.11890813582264391,0.014139144764816331
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,WeatherCode4680,WindSpeed,0.11890813582264388,0.014139144764816326
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,WeatherCode4680,WindSpeed,0.11876376272992133,0.01410483133776905
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,WeatherCode4680,WindSpeed,0.11856886083227397,0.014058574759063152
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.11852571976680955,0.014048346246240268
Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.11852571976680955,0.014048346246240268
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.11852571976680945,0.014048346246240245
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.1184822558766436,0.014038044957618448
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.1184822558766436,0.014038044957618448
ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.1184822558766436,0.014038044957618448
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11847952233803927,0.014037397213449945
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11847952233803927,0.014037397213449945
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,WeatherCode4680,WindSpeed,0.11833370353173171,0.014002865391535774
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11828944210548356,0.013992392113626547
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11828944210548356,0.013992392113626547
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11828944210548348,0.013992392113626528
ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11828944210548348,0.013992392113626528
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.11828944210548345,0.01399239211362652
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.11828944210548345,0.01399239211362652
Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.11818721705061026,0.01396821827416806
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.1181872170506102,0.013968218274168045
Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.1181872170506102,0.013968218274168045
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.11818352769288139,0.013967346217934062
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.11818352769288139,0.013967346217934062
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.11818352769288132,0.013967346217934046
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11811361177681842,0.01395082528696498
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11811361177681842,0.01395082528696498
ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.11795932201833645,0.013914401651025594
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.11795932201833643,0.013914401651025591
ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.11795932201833643,0.013914401651025591
Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.11793361733566204,0.013908338097874368
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.11793361733566202,0.01390833809787436
Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.11793361733566189,0.013908338097874331
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11781981833052209,0.01388150959143723
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11781981833052209,0.01388150959143723
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,WindSpeed,0.11781981833052206,0.013881509591437222
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.11781981833052206,0.013881509591437222
KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11781981833052206,0.013881509591437222
KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.11781981833052206,0.013881509591437222
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.11777537287838587,0.01387103845664283
